Date,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,tournament_type,prob_1,prob_2,target,elo_p1,elo_p2,elo_diff,elo_global_p1,elo_global_p2,elo_global_diff
2016-09-26,Hard,2nd Round,Pliskova Ka.,Safarova L.,Pliskova Ka.,6,43,4425,1240,1.44,2.75,6-3 7-5 ,WTA1000,0.6563245823389022,0.3436754176610979,1,1841.402642947718,1622.1370971071651,219.26554584055293,1876.476001590233,1677.9969649893324,198.4790366009006
2016-09-27,Hard,2nd Round,Vinci R.,Shvedova Y.,Shvedova Y.,15,41,2595,1247,1.66,2.1,5-7 2-6 ,WTA1000,0.5585106382978724,0.4414893617021276,0,1747.6353722465087,1585.8264807592766,161.80889148723213,1734.532374063022,1647.8086234958014,86.72375056722058
2016-09-27,Hard,2nd Round,Kuznetsova S.,Brengle M.,Kuznetsova S.,10,72,3250,905,1.18,4.5,6-0 6-4 ,WTA1000,0.7922535211267606,0.2077464788732394,1,1755.4195087423152,1589.8468956392842,165.57261310303102,1829.1288769810035,1595.5184742408098,233.61040274019365
2016-09-27,Hard,2nd Round,Makarova E.,Radwanska A.,Radwanska A.,37,4,1352,5530,3.0,1.36,4-6 1-6 ,WTA1000,0.3119266055045871,0.6880733944954128,0,1730.8457224524034,1894.0894549554362,-163.2437325030328,1745.7111292541877,1880.9679701180519,-135.25684086386423
2016-09-27,Hard,2nd Round,Kvitova P.,Svitolina E.,Kvitova P.,16,18,2390,2231,1.4,2.75,6-3 6-1 ,WTA1000,0.6626506024096386,0.3373493975903614,1,1775.5387912005467,1771.5534687572958,3.9853224432508796,1794.96919627429,1780.590136401254,14.379059873035885
2016-09-27,Hard,2nd Round,Doi M.,Strycova B.,Strycova B.,33,21,1495,1930,3.25,1.33,7-5 0-6 2-6,WTA1000,0.2903930131004367,0.7096069868995633,0,1484.0319767987426,1694.333653718419,-210.30167691967654,1579.5872705805273,1779.200515720077,-199.6132451395497
2016-09-27,Hard,2nd Round,Kerber A.,Mladenovic K.,Kerber A.,1,54,8730,1110,1.16,5.0,6-7 6-1 6-4,WTA1000,0.8116883116883117,0.1883116883116883,1,1941.6851495443825,1544.0065421822894,397.6786073620931,1993.9134438346077,1626.669909581577,367.2435342530307
2016-09-27,Hard,2nd Round,Chirico L.,Kasatkina D.,Kasatkina D.,74,28,892,1563,3.25,1.33,1-6 1-6 ,WTA1000,0.2903930131004367,0.7096069868995633,0,1468.1597681859425,1666.0165507558286,-197.85678256988604,1535.1770613756973,1688.1869926135696,-153.00993123787225
2016-09-27,Hard,2nd Round,Keys M.,Garcia C.,Keys M.,9,24,3287,1675,1.36,3.0,6-3 6-4 ,WTA1000,0.6880733944954128,0.3119266055045871,1,1748.197412509248,1622.8500019079713,125.34741060127658,1861.2927857487275,1695.374727526159,165.91805822256856
2016-09-27,Hard,2nd Round,Siegemund L.,Cibulkova D.,Cibulkova D.,31,12,1505,2975,3.0,1.36,6-2 3-6 4-6,WTA1000,0.3119266055045871,0.6880733944954128,0,1576.2918856990368,1664.760623101456,-88.46873740241926,1695.490274640849,1797.1293491379524,-101.63907449710337
2016-09-27,Hard,2nd Round,Williams V.,Putintseva Y.,Williams V.,7,36,3815,1415,1.36,3.0,6-3 6-2 ,WTA1000,0.6880733944954128,0.3119266055045871,1,1806.3188200941938,1529.577331092862,276.74148900133173,1836.8651147379255,1602.45891139183,234.40620334609548
2016-09-27,Hard,2nd Round,Siniakova K.,Wozniacki C.,Wozniacki C.,56,22,1089,1866,3.5,1.28,4-6 4-6 ,WTA1000,0.2677824267782427,0.7322175732217574,0,1528.725504168005,1809.7213209131996,-280.9958167451946,1628.8850603183748,1832.5456038591374,-203.66054354076255
2016-09-27,Hard,2nd Round,Konta J.,Zhang S.,Konta J.,13,38,2865,1350,1.28,3.5,6-3 6-3 ,WTA1000,0.7322175732217574,0.2677824267782427,1,1748.8196450260752,1622.9035643657076,125.9160806603677,1780.0925019043718,1636.2665710528909,143.82593085148096
2016-09-27,Hard,2nd Round,Muguruza G.,Jankovic J.,Jankovic J.,3,39,5830,1335,1.36,3.0,4-6 6-7 ,WTA1000,0.6880733944954128,0.3119266055045871,0,1773.2524259437141,1714.6784875184694,58.573938425244705,1844.0629040963015,1673.3196605724627,170.74324352383883
2016-09-28,Hard,3rd Round,Halep S.,Shvedova Y.,Halep S.,5,41,4742,1247,1.18,4.5,6-3 6-3 ,WTA1000,0.7922535211267606,0.2077464788732394,1,1933.7413985402509,1608.7822800716888,324.9591184685621,1986.118944029048,1667.7214711717065,318.3974728573414
2016-09-28,Hard,3rd Round,Kasatkina D.,Keys M.,Keys M.,28,9,1563,3287,2.75,1.4,1-6 6-4 4-6,WTA1000,0.3373493975903614,0.6626506024096386,0,1673.776942437437,1758.663014414563,-84.886071977126,1697.5634042030952,1870.1843090708326,-172.6209048677374
2016-09-28,Hard,3rd Round,Kuznetsova S.,Williams V.,Kuznetsova S.,10,7,3250,3815,1.83,1.83,6-2 6-2 ,WTA1000,0.5,0.5,1,1764.3238059791254,1811.7253777118128,-47.401571732687444,1835.7441345008208,1843.4563648279611,-7.7122303271403325
2016-09-28,Hard,3rd Round,Suarez Navarro C.,Konta J.,Konta J.,8,13,3330,2865,2.1,1.66,5-7 6-7 ,WTA1000,0.4414893617021276,0.5585106382978724,0,1747.4484944484975,1759.2622051085318,-11.813710660034303,1785.0670845659192,1789.823165346375,-4.756080780455704
2016-09-28,Hard,3rd Round,Kvitova P.,Kerber A.,Kvitova P.,16,1,2390,8730,2.25,1.57,6-7 7-5 6-4,WTA1000,0.4109947643979057,0.5890052356020942,1,1791.3552683686014,1944.6297743697476,-153.27450600114616,1810.3073939028745,1997.361163622737,-187.05376971986243
2016-09-28,Hard,3rd Round,Wozniacki C.,Radwanska A.,Radwanska A.,22,4,1866,5530,2.25,1.57,4-6 2-6 ,WTA1000,0.4109947643979057,0.5890052356020942,0,1815.0187335455762,1903.0801634229863,-88.06142987741009,1840.1112962309912,1891.0358577566058,-50.924561525614536
2016-09-29,Hard,3rd Round,Strycova B.,Jankovic J.,Strycova B.,21,39,1930,1335,2.0,1.72,1-6 6-4 7-5,WTA1000,0.4623655913978494,0.5376344086021505,1,1701.6807259681495,1733.350648527148,-31.66992255899845,1786.9016256582092,1696.605379814046,90.2962458441632
2016-09-29,Hard,3rd Round,Pliskova Ka.,Cibulkova D.,Cibulkova D.,6,12,4425,2975,1.5,2.5,2-6 2-6 ,WTA1000,0.625,0.375,0,1848.4617292944376,1676.7723151314306,171.6894141630071,1884.2153563670804,1808.5778025916486,75.6375537754318
2016-09-29,Hard,Quarterfinals,Halep S.,Keys M.,Halep S.,5,9,4742,3287,1.4,2.75,6-4 6-2 ,WTA1000,0.6626506024096386,0.3373493975903614,1,1938.012456830798,1770.829835985599,167.18262084519915,1990.5317413728883,1878.8302187357967,111.70152263709156
2016-09-29,Hard,Quarterfinals,Radwanska A.,Kuznetsova S.,Kuznetsova S.,4,10,5530,3250,1.53,2.37,6-1 6-7 4-6,WTA1000,0.6076923076923076,0.3923076923076922,0,1915.1094523099623,1782.4932848964856,132.61616741347666,1904.7073460953438,1852.0992375108149,52.60810858452896
2016-09-29,Hard,Quarterfinals,Kvitova P.,Konta J.,Kvitova P.,16,13,2390,2865,1.66,2.1,6-3 6-4 ,WTA1000,0.5585106382978724,0.4414893617021276,1,1813.9889496639184,1774.7183731997256,39.2705764641928,1834.1756140797918,1805.6041534124047,28.5714606673871
2016-09-29,Hard,Quarterfinals,Strycova B.,Cibulkova D.,Cibulkova D.,21,12,1930,2975,2.62,1.44,3-6 6-3 4-6,WTA1000,0.354679802955665,0.645320197044335,0,1719.1351537802298,1700.0925294481424,19.04262433208737,1798.8344911820332,1828.0070356752335,-29.17254449320035
2016-09-30,Hard,Semifinals,Cibulkova D.,Kuznetsova S.,Cibulkova D.,12,10,2975,3250,2.2,1.66,3-6 6-3 6-4,WTA1000,0.4300518134715025,0.5699481865284974,1,1716.9685976356193,1804.3202116329053,-87.351613997286,1842.6667386514175,1870.5035832525007,-27.836844601083158
2016-09-30,Hard,Semifinals,Halep S.,Kvitova P.,Kvitova P.,5,16,4742,2390,1.57,2.37,1-6 2-6 ,WTA1000,0.6015228426395939,0.398477157360406,0,1946.8573152971696,1828.1881351715929,118.66918012557676,2001.5578989406797,1848.8628077038784,152.69509123680132
2016-10-01,Hard,The Final,Kvitova P.,Cibulkova D.,Kvitova P.,16,12,2390,2975,1.36,3.25,6-1 6-1 ,WTA1000,0.7049891540130152,0.2950108459869848,1,1849.4500076238048,1736.9086182065885,112.54138941721635,1871.4743774388517,1859.945936681516,11.528440757335602
2016-10-01,Hard,1st Round,Beck A.,Bencic B.,Bencic B.,53,43,1123,1239,2.75,1.4,3-6 2-6 ,WTA1000,0.3373493975903614,0.6626506024096386,0,1517.9791802562675,1709.2561719946743,-191.27699173840688,1595.756736761484,1729.2123254352525,-133.4555886737685
2016-10-01,Hard,1st Round,Putintseva Y.,Ostapenko J.,Putintseva Y.,33,45,1445,1229,1.8,1.9,6-1 3-6 7-5,WTA1000,0.5135135135135135,0.4864864864864864,1,1524.170773475243,1560.0820430261338,-35.911269550890665,1595.8676613017944,1590.0716964243002,5.795964877494271
2016-10-01,Hard,1st Round,Puig M.,Wickmayer Y.,Wickmayer Y.,28,56,1570,1079,1.44,2.62,2-6 0-6 ,WTA1000,0.645320197044335,0.354679802955665,0,1591.2373093846404,1586.5876892424344,4.649620142206004,1647.2546152708671,1611.1347508523586,36.11986441850854
2016-10-01,Hard,1st Round,Lisicki S.,Lucic-Baroni M.,Lisicki S.,105,68,620,938,1.9,1.8,6-2 6-2 ,WTA1000,0.4864864864864864,0.5135135135135135,1,1588.815296715246,1500.821944455853,87.99335225939285,1587.9895285682062,1566.1922347838463,21.79729378435991
2016-10-01,Hard,1st Round,Vesnina E.,Makarova E.,Makarova E.,20,35,2114,1411,2.37,1.53,2-6 1-6 ,WTA1000,0.3923076923076922,0.6076923076923076,0,1631.1427709730347,1721.8550139848533,-90.7122430118186,1762.7243184895067,1735.643241615634,27.08107687387269
2016-10-01,Hard,1st Round,Muguruza G.,Begu I.,Muguruza G.,4,27,5246,1585,1.2,4.33,2-6 6-2 6-3,WTA1000,0.783001808318264,0.2169981916817359,1,1754.5802649350355,1609.4123908799943,145.16787405504124,1820.7771848547181,1687.6640240802512,133.1131607744669
2016-10-01,Hard,1st Round,Rogers S.,Cornet A.,Cornet A.,72,58,921,1051,2.2,1.61,6-4 2-6 2-6,WTA1000,0.4225721784776903,0.5774278215223098,0,1482.5060332303394,1585.452967118867,-102.94693388852761,1554.1529767639372,1571.8724238908615,-17.71944712692425
2016-10-02,Hard,1st Round,Keys M.,Duan Y.Y.,Keys M.,9,88,3417,740,1.12,6.0,6-0 4-6 6-1,WTA1000,0.8426966292134831,0.1573033707865168,1,1761.9849775192274,1517.0779617911446,244.9070157280828,1867.8040611680053,1538.5516086331922,329.2524525348131
2016-10-02,Hard,1st Round,Suarez Navarro C.,Shvedova Y.,Shvedova Y.,10,39,3330,1322,1.4,2.75,1-6 3-6 ,WTA1000,0.6626506024096386,0.3373493975903614,0,1731.9923263573037,1604.5112217811416,127.48110457616212,1769.2860964998895,1663.3086738278662,105.9774226720233
2016-10-02,Hard,1st Round,Babos T.,Kovinic D.,Babos T.,26,65,1630,960,1.3,3.4,6-1 6-2 ,WTA1000,0.7234042553191489,0.2765957446808511,1,1641.2081183687555,1464.194404102154,177.01371426660148,1691.1916254435337,1544.8905144980897,146.30111094544395
2016-10-02,Hard,1st Round,Sevastova A.,Konta J.,Konta J.,30,14,1540,2835,4.0,1.22,1-6 1-6 ,WTA1000,0.2337164750957854,0.7662835249042146,0,1656.791792497375,1760.5191876920512,-103.72739519467632,1695.782728546211,1790.916959788318,-95.13423124210703
2016-10-02,Hard,1st Round,Vinci R.,Zheng S.,Vinci R.,16,79,2345,825,1.36,3.0,6-0 3-6 6-3,WTA1000,0.6880733944954128,0.3119266055045871,1,1724.6795729340965,1445.7913446978055,278.88822823629107,1714.6195263871168,1447.047536781022,267.5719896060948
2016-10-02,Hard,1st Round,Gibbs N.,Doi M.,Doi M.,75,31,877,1525,1.72,2.0,5-7 2-6 ,WTA1000,0.5376344086021505,0.4623655913978494,0,1539.3895629722115,1476.6849045490121,62.70465842319936,1524.7032542123768,1571.886160642395,-47.18290643001819
2016-10-02,Hard,1st Round,Mladenovic K.,Jankovic J.,Mladenovic K.,57,37,1065,1380,2.37,1.53,6-3 5-7 7-6,WTA1000,0.3923076923076922,0.6076923076923076,1,1541.0619173569244,1715.8962207150678,-174.83430335814342,1623.2221897934478,1684.6725142902221,-61.45032449677433
2016-10-02,Hard,1st Round,Brengle M.,Wang Yaf.,Wang Yaf.,74,143,905,419,1.57,2.25,2-6 2-6 ,WTA1000,0.5890052356020942,0.4109947643979057,0,1580.942598402474,1419.4891922522638,161.45340615021018,1588.9032167209925,1422.3216532373729,166.58156348361968
2016-10-02,Hard,1st Round,Radwanska A.,Wang Q.,Radwanska A.,3,69,5535,936,1.07,9.0,6-2 6-2 ,WTA1000,0.893743793445879,0.1062562065541211,1,1893.2825255735427,1500.8824603142505,392.4000652592922,1886.303000353658,1487.4414691359646,398.8615312176935
2016-10-02,Hard,1st Round,Pavlyuchenkova A.,Riske A.,Riske A.,17,60,2250,1032,1.44,2.62,6-7 1-6 ,WTA1000,0.645320197044335,0.354679802955665,0,1691.362660891001,1576.5330232163794,114.82963767462161,1728.1847790940037,1603.5091636462587,124.67561544774503
2016-10-02,Hard,1st Round,Zhang S.,Stosur S.,Zhang S.,36,18,1380,2200,1.83,1.83,6-1 6-2 ,WTA1000,0.5,0.5,1,1612.461004283251,1602.5052361130506,9.955768170200372,1626.5359076108878,1695.335239582258,-68.7993319713703
2016-10-02,Hard,1st Round,Vandeweghe C.,Wozniacki C.,Wozniacki C.,40,22,1312,1970,3.5,1.28,1-6 6-2 4-6,WTA1000,0.2677824267782427,0.7322175732217574,0,1612.5127405120516,1802.9894446586002,-190.47670414654863,1714.1948927647597,1826.4398078922532,-112.24491512749341
2016-10-03,Hard,1st Round,Pliskova Ka.,Safarova L.,Pliskova Ka.,6,41,4340,1299,1.44,2.62,6-7 6-1 6-4,WTA1000,0.645320197044335,0.354679802955665,1,1825.1415149777258,1615.0780107604455,210.0635042172803,1864.7861232834955,1670.257610212485,194.5285130710106
2016-10-03,Hard,1st Round,Maria T.,Svitolina E.,Svitolina E.,114,19,538,2186,5.0,1.16,2-6 2-6 ,WTA1000,0.1883116883116883,0.8116883116883117,0,1433.1972922122045,1755.7369915892411,-322.53969937703664,1410.7410380480524,1765.2519387726695,-354.51090072461716
2016-10-03,Hard,1st Round,Gavrilova D.,Mchale C.,Gavrilova D.,49,42,1160,1245,1.72,2.0,6-4 6-4 ,WTA1000,0.5376344086021505,0.4623655913978494,1,1568.8964264669537,1632.9745645845755,-64.07813811762185,1676.204066009474,1676.1399563208847,0.06410968858926935
2016-10-03,Hard,1st Round,Chirico L.,Kasatkina D.,Kasatkina D.,63,24,980,1688,3.75,1.25,2-6 1-6 ,WTA1000,0.25,0.75,0,1460.3993765043342,1661.6101208664008,-201.21074436206663,1525.8006497861718,1688.917494538131,-163.1168447519592
2016-10-03,Hard,1st Round,Kerber A.,Siniakova K.,Kerber A.,1,51,8485,1149,1.1,6.5,6-4 6-4 ,WTA1000,0.8552631578947368,0.1447368421052631,1,1921.9960930744305,1523.4280915356285,398.56800153880204,1973.4929434458197,1621.319367946521,352.17357549929875
2016-10-03,Hard,1st Round,Siegemund L.,Strycova B.,Strycova B.,29,21,1563,2015,2.5,1.5,7-5 5-7 5-7,WTA1000,0.375,0.625,0,1564.2801936690623,1702.2590855927529,-137.97889192369053,1684.041821187153,1784.1747882058492,-100.13296701869626
2016-10-03,Hard,1st Round,Peng S.,Williams V.,Peng S.,223,13,231,3020,5.0,1.16,7-5 6-1 ,WTA1000,0.1883116883116883,0.8116883116883117,1,1605.2416020850812,1793.5558987944526,-188.31429670937132,1569.6510864484721,1827.101261817967,-257.4501753694949
2016-10-03,Hard,1st Round,Arruabarrena L.,Bacsinszky T.,Bacsinszky T.,61,15,988,2773,2.5,1.5,6-4 4-6 1-6,WTA1000,0.375,0.625,0,1526.742869878916,1703.2831934359085,-176.54032355699246,1598.816290693958,1766.7122217199214,-167.89593102596336
2016-10-03,Hard,1st Round,Garcia C.,Goerges J.,Garcia C.,25,73,1675,907,1.8,1.9,4-6 6-3 6-4,WTA1000,0.5135135135135135,0.4864864864864864,1,1612.3844000026563,1566.0320780446407,46.35232195801564,1686.483204204054,1603.3718233212712,83.11138088278267
2016-10-03,Hard,2nd Round,Putintseva Y.,Muguruza G.,Muguruza G.,33,4,1445,5246,3.5,1.28,2-6 6-7 ,WTA1000,0.2677824267782427,0.7322175732217574,0,1541.818684253108,1764.2586970990426,-222.4400128459347,1611.6007720126481,1830.9304166144088,-219.32964460176072
2016-10-03,Hard,2nd Round,Shvedova Y.,Bencic B.,Shvedova Y.,39,43,1322,1239,2.0,1.72,6-4 7-6 ,WTA1000,0.4623655913978494,0.5376344086021505,1,1626.131939148593,1717.2413816074777,-91.10944245888481,1684.043181584836,1739.351898480185,-55.30871689534888
2016-10-03,Hard,2nd Round,Mladenovic K.,Keys M.,Keys M.,57,9,1065,3417,3.4,1.3,5-7 4-6 ,WTA1000,0.2765957446808511,0.7234042553191489,0,1564.4961687232123,1768.265486377953,-203.7693176547407,1642.0229378547608,1871.9844771585585,-229.96153930379774
2016-10-03,Hard,2nd Round,Radwanska A.,Makarova E.,Radwanska A.,3,35,5535,1411,1.25,3.75,6-3 6-4 ,WTA1000,0.75,0.25,1,1896.3094049313402,1733.7699654566218,162.5394394747184,1889.2294695023174,1752.8878517640217,136.34161773829578
2016-10-04,Hard,2nd Round,Wang Yaf.,Kvitova P.,Kvitova P.,143,11,419,3185,7.0,1.06,4-6 1-6 ,WTA1000,0.1315136476426799,0.8684863523573201,0,1442.431708964787,1860.4412518643826,-418.00954289959554,1445.4546334496047,1886.9436678806435,-441.4890344310388
2016-10-04,Hard,2nd Round,Cornet A.,Cibulkova D.,Cornet A.,58,8,1051,3500,2.62,1.44,6-2 5-7 6-2,WTA1000,0.354679802955665,0.645320197044335,1,1596.8461248872854,1725.9173739660107,-129.07124907872526,1587.0571199591436,1844.4766462397242,-257.4195262805806
2016-10-04,Hard,2nd Round,Riske A.,Zhang S.,Zhang S.,60,36,1032,1380,2.25,1.57,3-6 6-4 6-7,WTA1000,0.4109947643979057,0.5890052356020942,0,1597.6366328979066,1628.0026496618998,-30.36601676399323,1625.0163077845573,1645.6634611120867,-20.647153327529395
2016-10-04,Hard,2nd Round,Kuznetsova S.,Doi M.,Kuznetsova S.,7,31,3540,1525,1.22,4.0,6-1 7-5 ,WTA1000,0.7662835249042146,0.2337164750957854,1,1784.380191061936,1495.5416112409644,288.83857982097174,1853.2243852224021,1585.7265673382892,267.4978178841129
2016-10-04,Hard,2nd Round,Wickmayer Y.,Halep S.,Halep S.,56,5,1079,4987,6.0,1.12,2-6 2-6 ,WTA1000,0.1573033707865168,0.8426966292134831,0,1602.801799381034,1925.5954428449577,-322.7936434639237,1628.7921652894677,1978.9463292057064,-350.15416391623876
2016-10-04,Hard,2nd Round,Wozniacki C.,Vinci R.,Wozniacki C.,22,16,1970,2345,1.3,3.5,6-3 6-2 ,WTA1000,0.7291666666666667,0.2708333333333333,1,1811.0022929673628,1730.0308335151017,80.97145945226112,1837.4433705773033,1720.2674077230301,117.17596285427317
2016-10-05,Hard,2nd Round,Babos T.,Konta J.,Konta J.,26,14,1630,2835,3.25,1.33,5-7 2-6 ,WTA1000,0.2903930131004367,0.7096069868995633,0,1649.6953991789433,1771.8794048898365,-122.18400571089319,1700.8260735514382,1802.6421724702861,-101.81609891884796
2016-10-05,Hard,2nd Round,Pliskova Ka.,Kasatkina D.,Pliskova Ka.,6,24,4340,1688,1.53,2.37,3-6 7-5 7-6,WTA1000,0.6076923076923076,0.3923076923076922,1,1832.4963504401667,1669.2575834175066,163.2387670226601,1872.6596944901028,1697.9129257240884,174.74676876601438
2016-10-05,Hard,2nd Round,Bacsinszky T.,Gavrilova D.,Gavrilova D.,15,49,2773,1160,1.72,2.0,6-4 0-6 4-6,WTA1000,0.5376344086021505,0.4623655913978494,0,1711.7874791642512,1587.8143244084597,123.97315475579148,1775.5308245041847,1692.2011136492422,83.3297108549425
2016-10-05,Hard,2nd Round,Svitolina E.,Lisicki S.,Svitolina E.,19,105,2186,620,1.3,3.4,6-4 6-4 ,WTA1000,0.7234042553191489,0.2765957446808511,1,1760.0598584024624,1600.847527751258,159.2123306512044,1768.931700148336,1602.987041016615,165.94465913172098
2016-10-05,Hard,2nd Round,Peng S.,Garcia C.,Garcia C.,223,25,231,1675,2.5,1.5,3-6 6-3 6-7,WTA1000,0.375,0.625,0,1629.1537549170955,1626.2623717360145,2.8913831810809825,1595.7270810675998,1698.7271562405792,-103.00007517297945
2016-10-05,Hard,2nd Round,Kerber A.,Strycova B.,Kerber A.,1,21,8485,2015,1.18,4.5,6-3 7-6 ,WTA1000,0.7922535211267606,0.2077464788732394,1,1924.927057943237,1712.2191649176827,212.7078930255543,1977.2167491923342,1795.6870659769365,181.52968321539765
2016-10-05,Hard,3rd Round,Kuznetsova S.,Keys M.,Keys M.,7,9,3540,3417,2.1,1.66,6-7 2-6 ,WTA1000,0.4414893617021276,0.5585106382978724,0,1789.4810366654444,1775.827562084614,13.653474580830334,1858.8742526768594,1878.7106394772677,-19.836386800408263
2016-10-05,Hard,3rd Round,Kvitova P.,Muguruza G.,Kvitova P.,11,4,3185,5246,1.4,2.75,6-1 6-4 ,WTA1000,0.6626506024096386,0.3373493975903614,1,1863.0875514021682,1771.2177572817354,91.86979412043274,1889.2798388524016,1837.9874730761385,51.29236577626307
2016-10-06,Hard,3rd Round,Wozniacki C.,Radwanska A.,Radwanska A.,22,3,1970,5535,2.1,1.66,3-6 1-6 ,WTA1000,0.4414893617021276,0.5585106382978724,0,1823.3394948523262,1905.326346009824,-81.98685115749777,1848.242912549263,1899.2543182466356,-51.01140569737254
2016-10-06,Hard,3rd Round,Konta J.,Pliskova Ka.,Konta J.,14,6,2835,4340,1.9,1.8,6-1 3-6 7-6,WTA1000,0.4864864864864864,0.5135135135135135,1,1782.4736584405964,1841.487243692783,-59.01358525218666,1814.083134450369,1881.228604328924,-67.14546987855488
2016-10-06,Hard,3rd Round,Kerber A.,Svitolina E.,Svitolina E.,1,19,8485,2186,1.3,3.4,3-6 5-7 ,WTA1000,0.7234042553191489,0.2765957446808511,0,1932.1960227074526,1769.20134995054,162.99467275691268,1985.5429056151881,1777.822240286186,207.72066532900226
2016-10-06,Hard,3rd Round,Gavrilova D.,Garcia C.,Gavrilova D.,49,25,1160,1675,1.72,2.0,6-4 6-3 ,WTA1000,0.5376344086021505,0.4623655913978494,1,1609.2929317026567,1642.395521778396,-33.10259007573927,1711.9666605856576,1710.1180697436967,1.8485908419609132
2016-10-06,Hard,3rd Round,Halep S.,Zhang S.,Zhang S.,5,36,4987,1380,1.12,6.0,0-6 3-6 ,WTA1000,0.8426966292134831,0.1573033707865168,0,1929.9128469864886,1642.60779279704,287.3050541894486,1982.7085564886643,1660.713742309303,321.99481417936136
2016-10-07,Hard,3rd Round,Shvedova Y.,Cornet A.,Shvedova Y.,39,58,1322,1051,1.61,2.2,6-2 6-4 ,WTA1000,0.5774278215223098,0.4225721784776903,1,1646.2340820264774,1618.530930594359,27.703151432118375,1702.56894225624,1613.1322628447472,89.43667941149283
2016-10-07,Hard,Quarterfinals,Kvitova P.,Keys M.,Keys M.,11,9,3185,3417,1.44,2.62,3-6 7-6 6-7,WTA1000,0.645320197044335,0.354679802955665,0,1874.95271309672,1792.4560043529848,82.4967087437351,1902.934750479093,1893.7981313893367,9.136619089756323
2016-10-07,Hard,Quarterfinals,Svitolina E.,Gavrilova D.,Svitolina E.,19,49,2186,1160,1.57,2.25,7-6 6-1 ,WTA1000,0.5890052356020942,0.4109947643979057,1,1792.2013701377214,1626.8127662300346,165.38860390768673,1802.3907337630956,1727.8815306346714,74.50920312842413
2016-10-07,Hard,Quarterfinals,Zhang S.,Konta J.,Konta J.,36,14,1380,2835,3.4,1.3,4-6 0-6 ,WTA1000,0.2765957446808511,0.7234042553191489,0,1669.468982273104,1801.165497042537,-131.69651476943295,1688.37913461466,1833.1373672616805,-144.75823264702058
2016-10-07,Hard,Quarterfinals,Radwanska A.,Shvedova Y.,Radwanska A.,3,39,5535,1322,1.22,4.0,6-1 6-2 ,WTA1000,0.7662835249042146,0.2337164750957854,1,1917.6192676897601,1660.9610016280951,256.658266061665,1912.921892109811,1714.538857727479,198.3830343823322
2016-10-08,Hard,Semifinals,Keys M.,Konta J.,Konta J.,9,14,3417,2835,1.72,2.1,6-7 6-4 4-6,WTA1000,0.549738219895288,0.450261780104712,0,1812.1852944862626,1811.3753401803672,0.8099543058954168,1910.2187912832746,1842.8317266989666,67.38706458430806
2016-10-08,Hard,Semifinals,Radwanska A.,Svitolina E.,Radwanska A.,3,19,5535,2186,1.28,3.75,7-6 6-3 ,WTA1000,0.7455268389662029,0.2544731610337972,1,1923.5653104815176,1801.1124762917314,122.45283418978624,1920.6644899545513,1815.0111105514522,105.65337940309905
2016-10-09,Hard,The Final,Konta J.,Radwanska A.,Radwanska A.,14,3,2835,5535,2.75,1.44,4-6 2-6 ,WTA1000,0.3436754176610979,0.6563245823389022,0,1827.4126398870121,1934.1486000549503,-106.73596016793817,1861.896678520335,1931.943602049161,-70.04692352882603
2016-10-10,Hard,1st Round,Gavrilova D.,Zhu L.,Gavrilova D.,38,147,1365,387,1.1,7.0,6-0 6-2 ,WTA250_o_menor,0.8641975308641975,0.1358024691358024,1,1617.9016600760247,1513.6695728856178,104.2320871904069,1715.2611538463148,1512.8356501809603,202.42550366535443
2016-10-10,Hard,1st Round,Lepchenko V.,Cornet A.,Cornet A.,91,49,706,1161,2.1,1.66,3-6 2-6 ,WTA250_o_menor,0.4414893617021276,0.5585106382978724,0,1588.0835298791173,1603.8040109927413,-15.720481113623919,1582.855294320534,1601.1623473735083,-18.307053052974197
2016-10-10,Hard,1st Round,Williams V.,Ozaki R.,Williams V.,14,117,3020,534,1.12,6.0,6-4 6-1 ,WTA250_o_menor,0.8426966292134831,0.1573033707865168,1,1769.6437459624383,1503.045039072331,266.5987068901072,1801.0252671988394,1518.6184527419516,282.4068144568878
2016-10-10,Hard,1st Round,Lee Y.H.,Chirico L.,Chirico L.,281,60,165,1000,6.5,1.11,2-6 1-6 ,WTA250_o_menor,0.1458607095926412,0.8541392904073586,0,1500.1101619028404,1452.7519139532285,47.35824794961195,1502.2174082557062,1516.8052186002144,-14.58781034450817
2016-10-10,Hard,1st Round,Krunic A.,Kumkhum L.,Krunic A.,141,150,422,372,1.61,2.2,6-1 6-0 ,WTA250_o_menor,0.5774278215223098,0.4225721784776903,1,1443.7358218529541,1432.8589339878363,10.876887865117851,1458.7991014458162,1434.4049868423374,24.394114603478783
2016-10-10,Hard,1st Round,Gibbs N.,Siniakova K.,Siniakova K.,74,51,859,1154,2.62,1.44,3-6 6-4 2-6,WTA250_o_menor,0.354679802955665,0.645320197044335,0,1520.5328562802592,1520.497126666822,0.0357296134372973,1510.8628475164826,1617.5955622000065,-106.73271468352391
2016-10-11,Hard,1st Round,Wang Q.,Zhang L.,Wang Q.,73,524,881,52,1.05,10.0,6-2 6-2 ,WTA250_o_menor,0.9049773755656108,0.0950226244343891,1,1497.855580956453,1432.6246085850746,65.23097237137836,1484.5149999873051,1443.292052250658,41.22294773664726
